Year,NOC,Percentage_of_Medals,Host_Country
1908,MAL,0.0,0
1908,MAR,0.0,0
1908,MAS,0.0,0
1908,MAW,0.0,0
1908,MDA,0.0,0
1908,MDV,0.0,0
1908,MEX,0.0,0
1908,MGL,0.0,0
1908,MHL,0.0,0
1908,MKD,0.0,0
1908,MLI,0.0,0
1908,MLT,0.0,0
1908,MNE,0.0,0
1908,MON,0.0,0
1908,MOZ,0.0,0
1908,MRI,0.0,0
1908,MTN,0.0,0
1908,MYA,0.0,0
1908,NAM,0.0,0
1908,NBO,0.0,0
1908,NCA,0.0,0
1908,NED,0.0051596259271202835,0
1908,NEP,0.0,0
1908,NFL,0.0,0
1908,NGR,0.0,0
1908,NIG,0.0,0
1908,NOR,0.013544018058690745,0
1908,NRU,0.0,0
1908,NZL,0.0,0
1908,OMA,0.0,0
1908,PAK,0.0,0
1908,PAN,0.0,0
1908,PAR,0.0,0
1908,PER,0.0,0
1908,PHI,0.0,0
1908,PLE,0.0,0
1908,PLW,0.0,0
1908,PNG,0.0,0
1908,POL,0.0,0
1908,POR,0.0,0
1908,PRK,0.0,0
1908,PUR,0.0,0
1908,QAT,0.0,0
1908,RHO,0.0,0
1908,ROT,0.0,0
1908,ROU,0.0,0
1908,RSA,0.0006449532408900354,0
1908,RUS,0.0009674298613350532,0
1908,RWA,0.0,0
1908,SAA,0.0,0
1908,SAM,0.0,0
1908,SCG,0.0,0
1908,SEN,0.0,0
1908,SEY,0.0,0
1908,SGP,0.0,0
1908,SKN,0.0,0
1908,SLE,0.0,0
1908,SLO,0.0,0
1908,SMR,0.0,0
1908,SOL,0.0,0
1908,SOM,0.0,0
1908,SRB,0.0,0
1908,SRI,0.0,0
1908,SSD,0.0,0
1908,STP,0.0,0
1908,SUD,0.0,0
1908,SUI,0.0,0
1908,SUR,0.0,0
1908,SVK,0.0,0
1908,SWE,0.02708803611738149,0
1908,SWZ,0.0,0
1908,SYR,0.0,0
1908,TAN,0.0,0
1908,TCH,0.0,0
1908,TGA,0.0,0
1908,THA,0.0,0
1908,TJK,0.0,0
1908,TKM,0.0,0
1908,TLS,0.0,0
1908,TOG,0.0,0
1908,TPE,0.0,0
1908,TTO,0.0,0
1908,TUN,0.0,0
1908,TUR,0.0,0
1908,TUV,0.0,0
1908,UAE,0.0,0
1908,UAR,0.0,0
1908,UGA,0.0,0
1908,UKR,0.0,0
1908,UNK,0.0,0
1908,URS,0.0,0
1908,URU,0.0,0
1908,USA,0.020960980328926154,0
1908,UZB,0.0,0
1908,VAN,0.0,0
1908,VEN,0.0,0
1908,VIE,0.0,0
1908,VIN,0.0,0
1908,VNM,0.0,0
1908,WIF,0.0,0
1908,YAR,0.0,0
1908,YEM,0.0,0
1908,YMD,0.0,0
1908,YUG,0.0,0
1908,ZAM,0.0,0
1908,ZIM,0.0,0
1912,AFG,0.0,0
1912,AHO,0.0,0
1912,ALB,0.0,0
1912,ALG,0.0,0
1912,AND,0.0,0
1912,ANG,0.0,0
1912,ANT,0.0,0
1912,ANZ,0.0024752475247524753,0
1912,ARG,0.0,0
1912,ARM,0.0,0
1912,ARU,0.0,0
1912,ASA,0.0,0
1912,AUS,0.0,0
1912,AUT,0.0034653465346534654,0
1912,AZE,0.0,0
1912,BAH,0.0,0
1912,BAN,0.0,0
1912,BAR,0.0,0
1912,BDI,0.0,0
1912,BEL,0.004702970297029703,0
1912,BEN,0.0,0
1912,BER,0.0,0
1912,BHU,0.0,0
1912,BIH,0.0,0
1912,BIZ,0.0,0
1912,BLR,0.0,0
1912,BOH,0.0,0
1912,BOL,0.0,0
1912,BOT,0.0,0
1912,BRA,0.0,0
1912,BRN,0.0,0
1912,BRU,0.0,0
1912,BUL,0.0,0
1912,BUR,0.0,0
1912,CAF,0.0,0
1912,CAM,0.0,0
1912,CAN,0.0019801980198019802,0
1912,CAY,0.0,0
1912,CGO,0.0,0
1912,CHA,0.0,0
1912,CHI,0.0,0
1912,CHN,0.0,0
1912,CIV,0.0,0
1912,CMR,0.0,0
1912,COD,0.0,0
1912,COK,0.0,0
1912,COL,0.0,0
1912,COM,0.0,0
1912,CPV,0.0,0
1912,CRC,0.0,0
1912,CRO,0.0,0
1912,CRT,0.0,0
1912,CUB,0.0,0
1912,CYP,0.0,0
1912,CZE,0.0,0
1912,DEN,0.021534653465346533,0
1912,DJI,0.0,0
1912,DMA,0.0,0
1912,DOM,0.0,0
1912,ECU,0.0,0
1912,EGY,0.0,0
1912,ERI,0.0,0
1912,ESA,0.0,0
1912,ESP,0.0,0
1912,EST,0.0,0
1912,ETH,0.0,0
1912,EUN,0.0,0
1912,FIJ,0.0,0
1912,FIN,0.017574257425742576,0
1912,FRA,0.006435643564356435,0
1912,FRG,0.0,0
1912,FSM,0.0,0
1912,GAB,0.0,0
1912,GAM,0.0,0
1912,GBR,0.04207920792079208,0
1912,GBS,0.0,0
1912,GDR,0.0,0
1912,GEO,0.0,0
1912,GEQ,0.0,0
1912,GER,0.013118811881188118,0
1912,GHA,0.0,0
1912,GRE,0.0004950495049504951,0
1912,GRN,0.0,0
1912,GUA,0.0,0
1912,GUI,0.0,0
1912,GUM,0.0,0
1912,GUY,0.0,0
1912,HAI,0.0,0
1912,HKG,0.0,0
1912,HON,0.0,0
1912,HUN,0.007425742574257425,0
1912,INA,0.0,0
1912,IND,0.0,0
1912,IOA,0.0,0
1912,IRI,0.0,0
1912,IRL,0.0,0
1912,IRQ,0.0,0
1912,ISL,0.0,0
1912,ISR,0.0,0
1912,ISV,0.0,0
1912,ITA,0.006188118811881188,0
1912,IVB,0.0,0
1912,JAM,0.0,0
1912,JOR,0.0,0
1912,JPN,0.0,0
1912,KAZ,0.0,0
1912,KEN,0.0,0
1912,KGZ,0.0,0
1912,KIR,0.0,0
1912,KOR,0.0,0
1912,KOS,0.0,0
1912,KSA,0.0,0
1912,KUW,0.0,0
1912,LAO,0.0,0
1912,LAT,0.0,0
1912,LBA,0.0,0
1912,LBR,0.0,0
1912,LCA,0.0,0
1912,LES,0.0,0
1912,LIB,0.0,0
1912,LIE,0.0,0
1912,LTU,0.0,0
1912,LUX,0.0,0
1912,MAD,0.0,0
1912,MAL,0.0,0
1912,MAR,0.0,0
1912,MAS,0.0,0
1912,MAW,0.0,0
1912,MDA,0.0,0
1912,MDV,0.0,0
1912,MEX,0.0,0
1912,MGL,0.0,0
1912,MHL,0.0,0
1912,MKD,0.0,0
1912,MLI,0.0,0
1912,MLT,0.0,0
1912,MNE,0.0,0
1912,MON,0.0,0
1912,MOZ,0.0,0
1912,MRI,0.0,0
1912,MTN,0.0,0
1912,MYA,0.0,0
1912,NAM,0.0,0
1912,NBO,0.0,0
1912,NCA,0.0,0
1912,NED,0.006435643564356435,0
1912,NEP,0.0,0
1912,NFL,0.0,0
1912,NGR,0.0,0
1912,NIG,0.0,0
1912,NOR,0.019801980198019802,0
1912,NRU,0.0,0
1912,NZL,0.0,0
1912,OMA,0.0,0
1912,PAK,0.0,0
1912,PAN,0.0,0
1912,PAR,0.0,0
1912,PER,0.0,0
1912,PHI,0.0,0
1912,PLE,0.0,0
1912,PLW,0.0,0
1912,PNG,0.0,0
1912,POL,0.0,0
1912,POR,0.0,0
1912,PRK,0.0,0
1912,PUR,0.0,0
1912,QAT,0.0,0
1912,RHO,0.0,0
1912,ROT,0.0,0
1912,ROU,0.0,0
1912,RSA,0.0017326732673267327,0
1912,RUS,0.0034653465346534654,0
1912,RWA,0.0,0
1912,SAA,0.0,0
1912,SAM,0.0,0
1912,SCG,0.0,0
1912,SEN,0.0,0
1912,SEY,0.0,0
1912,SGP,0.0,0
1912,SKN,0.0,0
1912,SLE,0.0,0
1912,SLO,0.0,0
1912,SMR,0.0,0
1912,SOL,0.0,0
1912,SOM,0.0,0
1912,SRB,0.0,0
1912,SRI,0.0,0
1912,SSD,0.0,0
1912,STP,0.0,0
1912,SUD,0.0,0
1912,SUI,0.0004950495049504951,0
1912,SUR,0.0,0
1912,SVK,0.0,0
1912,SWE,0.04702970297029703,1
1912,SWZ,0.0,0
1912,SYR,0.0,0
1912,TAN,0.0,0
1912,TCH,0.0,0
1912,TGA,0.0,0
1912,THA,0.0,0
1912,TJK,0.0,0
1912,TKM,0.0,0
1912,TLS,0.0,0
1912,TOG,0.0,0
1912,TPE,0.0,0
1912,TTO,0.0,0
1912,TUN,0.0,0
1912,TUR,0.0,0
1912,TUV,0.0,0
1912,UAE,0.0,0
1912,UAR,0.0,0
1912,UGA,0.0,0
1912,UKR,0.0,0
1912,UNK,0.0,0
1912,URS,0.0,0
1912,URU,0.0,0
1912,USA,0.026485148514851484,0
1912,UZB,0.0,0
1912,VAN,0.0,0
1912,VEN,0.0,0
1912,VIE,0.0,0
1912,VIN,0.0,0
1912,VNM,0.0,0
1912,WIF,0.0,0
1912,YAR,0.0,0
1912,YEM,0.0,0
1912,YMD,0.0,0
1912,YUG,0.0,0
1912,ZAM,0.0,0
1912,ZIM,0.0,0
1920,AFG,0.0,0
1920,AHO,0.0,0
1920,ALB,0.0,0
1920,ALG,0.0,0
1920,AND,0.0,0
1920,ANG,0.0,0
1920,ANT,0.0,0
1920,ANZ,0.0,0
1920,ARG,0.0,0
1920,ARM,0.0,0
1920,ARU,0.0,0
1920,ASA,0.0,0
1920,AUS,0.0016309412861137,0
1920,AUT,0.0,0
1920,AZE,0.0,0
1920,BAH,0.0,0
1920,BAN,0.0,0
1920,BAR,0.0,0
1920,BDI,0.0,0
1920,BEL,0.04380242311276794,1
1920,BEN,0.0,0
1920,BER,0.0,0
1920,BHU,0.0,0
1920,BIH,0.0,0
1920,BIZ,0.0,0
1920,BLR,0.0,0
1920,BOH,0.0,0
1920,BOL,0.0,0
1920,BOT,0.0,0
1920,BRA,0.0016309412861137,0
1920,BRN,0.0,0
1920,BRU,0.0,0
1920,BUL,0.0,0
1920,BUR,0.0,0
1920,CAF,0.0,0
1920,CAM,0.0,0
1920,CAN,0.003727865796831314,0
1920,CAY,0.0,0
1920,CGO,0.0,0
1920,CHA,0.0,0
1920,CHI,0.0,0
1920,CHN,0.0,0
1920,CIV,0.0,0
1920,CMR,0.0,0
1920,COD,0.0,0
1920,COK,0.0,0
1920,COL,0.0,0
1920,COM,0.0,0
1920,CPV,0.0,0
1920,CRC,0.0,0
1920,CRO,0.0,0
1920,CRT,0.0,0
1920,CUB,0.0,0
1920,CYP,0.0,0
1920,CZE,0.0,0
1920,DEN,0.016542404473438955,0
1920,DJI,0.0,0
1920,DMA,0.0,0
1920,DOM,0.0,0
1920,ECU,0.0,0
1920,EGY,0.0,0
1920,ERI,0.0,0
1920,ESA,0.0,0
1920,ESP,0.005358807082945014,0
1920,EST,0.0006989748369058714,0
1920,ETH,0.0,0
1920,EUN,0.0,0
1920,FIJ,0.0,0
1920,FIN,0.012115563839701771,0
1920,FRA,0.032851817334575956,0
1920,FRG,0.0,0
1920,FSM,0.0,0
1920,GAB,0.0,0
1920,GAM,0.0,0
1920,GBR,0.02586206896551724,0
1920,GBS,0.0,0
1920,GDR,0.0,0
1920,GEO,0.0,0
1920,GEQ,0.0,0
1920,GER,0.0,0
1920,GHA,0.0,0
1920,GRE,0.0011649580615097856,0
1920,GRN,0.0,0
1920,GUA,0.0,0
1920,GUI,0.0,0
1920,GUM,0.0,0
1920,GUY,0.0,0
1920,HAI,0.0,0
1920,HKG,0.0,0
1920,HON,0.0,0
1920,HUN,0.0,0
1920,INA,0.0,0
1920,IND,0.0,0
1920,IOA,0.0,0
1920,IRI,0.0,0
1920,IRL,0.0,0
1920,IRQ,0.0,0
1920,ISL,0.0,0
1920,ISR,0.0,0
1920,ISV,0.0,0
1920,ITA,0.0195712954333644,0
1920,IVB,0.0,0
1920,JAM,0.0,0
1920,JOR,0.0,0
1920,JPN,0.0006989748369058714,0
1920,KAZ,0.0,0
1920,KEN,0.0,0
1920,KGZ,0.0,0
1920,KIR,0.0,0
1920,KOR,0.0,0
1920,KOS,0.0,0
1920,KSA,0.0,0
1920,KUW,0.0,0
1920,LAO,0.0,0
1920,LAT,0.0,0
1920,LBA,0.0,0
1920,LBR,0.0,0
1920,LCA,0.0,0
1920,LES,0.0,0
1920,LIB,0.0,0
1920,LIE,0.0,0
1920,LTU,0.0,0
1920,LUX,0.00023299161230195712,0
1920,MAD,0.0,0
1920,MAL,0.0,0
1920,MAR,0.0,0
1920,MAS,0.0,0
1920,MAW,0.0,0
1920,MDA,0.0,0
1920,MDV,0.0,0
1920,MEX,0.0,0
1920,MGL,0.0,0
1920,MHL,0.0,0
1920,MKD,0.0,0
1920,MLI,0.0,0
1920,MLT,0.0,0
1920,MNE,0.0,0
1920,MON,0.0,0
1920,MOZ,0.0,0
1920,MRI,0.0,0
1920,MTN,0.0,0
1920,MYA,0.0,0
1920,NAM,0.0,0
1920,NBO,0.0,0
1920,NCA,0.0,0
1920,NED,0.011649580615097856,0
1920,NEP,0.0,0
1920,NFL,0.0,0
1920,NGR,0.0,0
1920,NIG,0.0,0
1920,NOR,0.031919850885368126,0
1920,NRU,0.0,0
1920,NZL,0.00023299161230195712,0
1920,OMA,0.0,0
1920,PAK,0.0,0
1920,PAN,0.0,0
1920,PAR,0.0,0
1920,PER,0.0,0
1920,PHI,0.0,0
1920,PLE,0.0,0
1920,PLW,0.0,0
1920,PNG,0.0,0
1920,POL,0.0,0
1920,POR,0.0,0
1920,PRK,0.0,0
1920,PUR,0.0,0
1920,QAT,0.0,0
1920,RHO,0.0,0
1920,ROT,0.0,0
1920,ROU,0.0,0
1920,RSA,0.0048928238583411,0
1920,RUS,0.0,0
1920,RWA,0.0,0
1920,SAA,0.0,0
1920,SAM,0.0,0
1920,SCG,0.0,0
1920,SEN,0.0,0
1920,SEY,0.0,0
1920,SGP,0.0,0
1920,SKN,0.0,0
1920,SLE,0.0,0
1920,SLO,0.0,0
1920,SMR,0.0,0
1920,SOL,0.0,0
1920,SOM,0.0,0
1920,SRB,0.0,0
1920,SRI,0.0,0
1920,SSD,0.0,0
1920,STP,0.0,0
1920,SUD,0.0,0
1920,SUI,0.006756756756756757,0
1920,SUR,0.0,0
1920,SVK,0.0,0
1920,SWE,0.0358807082945014,0
1920,SWZ,0.0,0
1920,SYR,0.0,0
1920,TAN,0.0,0
1920,TCH,0.002329916123019571,0
1920,TGA,0.0,0
1920,THA,0.0,0
1920,TJK,0.0,0
1920,TKM,0.0,0
1920,TLS,0.0,0
1920,TOG,0.0,0
1920,TPE,0.0,0
1920,TTO,0.0,0
1920,TUN,0.0,0
1920,TUR,0.0,0
1920,TUV,0.0,0
1920,UAE,0.0,0
1920,UAR,0.0,0
1920,UGA,0.0,0
1920,UKR,0.0,0
1920,UNK,0.0,0
1920,URS,0.0,0
1920,URU,0.0,0
1920,USA,0.045200372786579686,0
1920,UZB,0.0,0
1920,VAN,0.0,0
1920,VEN,0.0,0
1920,VIE,0.0,0
1920,VIN,0.0,0
1920,VNM,0.0,0
1920,WIF,0.0,0
1920,YAR,0.0,0
1920,YEM,0.0,0
1920,YMD,0.0,0
1920,YUG,0.0,0
1920,ZAM,0.0,0
1920,ZIM,0.0,0
1924,AFG,0.0,0
1924,AHO,0.0,0
1924,ALB,0.0,0
1924,ALG,0.0,0
1924,AND,0.0,0
1924,ANG,0.0,0
1924,ANT,0.0,0
1924,ANZ,0.0,0
1924,ARG,0.0019109497420217848,0
1924,ARM,0.0,0
1924,ARU,0.0,0
1924,ASA,0.0,0
1924,AUS,0.0019109497420217848,0
1924,AUT,0.0007643798968087139,0
1924,AZE,0.0,0
1924,BAH,0.0,0
1924,BAN,0.0,0
1924,BAR,0.0,0
1924,BDI,0.0,0
1924,BEL,0.007452703993884961,0
1924,BEN,0.0,0
1924,BER,0.0,0
1924,BHU,0.0,0
1924,BIH,0.0,0
1924,BIZ,0.0,0
1924,BLR,0.0,0
1924,BOH,0.0,0
1924,BOL,0.0,0
1924,BOT,0.0,0
1924,BRA,0.0,0
1924,BRN,0.0,0
1924,BRU,0.0,0
1924,BUL,0.0,0
1924,BUR,0.0,0
1924,CAF,0.0,0
1924,CAM,0.0,0
1924,CAN,0.0038218994840435697,0
1924,CAY,0.0,0
1924,CGO,0.0,0
1924,CHA,0.0,0
1924,CHI,0.0,0
1924,CHN,0.0,0
1924,CIV,0.0,0
1924,CMR,0.0,0
1924,COD,0.0,0
1924,COK,0.0,0
1924,COL,0.0,0
1924,COM,0.0,0
1924,CPV,0.0,0
1924,CRC,0.0,0
1924,CRO,0.0,0
1924,CRT,0.0,0
1924,CUB,0.0,0
1924,CYP,0.0,0
1924,CZE,0.0,0
1924,DEN,0.0026753296388304986,0
1924,DJI,0.0,0
1924,DMA,0.0,0
1924,DOM,0.0,0
1924,ECU,0.0,0
1924,EGY,0.0,0
1924,ERI,0.0,0
1924,ESA,0.0,0
1924,ESP,0.0,0
1924,EST,0.0011465698452130708,0
1924,ETH,0.0,0
1924,EUN,0.0,0
1924,FIJ,0.0,0
1924,FIN,0.009936938658513281,0
1924,FRA,0.021020447162239633,1
1924,FRG,0.0,0
1924,FSM,0.0,0
1924,GAB,0.0,0
1924,GAM,0.0,0
1924,GBR,0.012230078348939423,0
1924,GBS,0.0,0
1924,GDR,0.0,0
1924,GEO,0.0,0
1924,GEQ,0.0,0
1924,GER,0.0,0
1924,GHA,0.0,0
1924,GRE,0.00019109497420217848,0
1924,GRN,0.0,0
1924,GUA,0.0,0
1924,GUI,0.0,0
1924,GUM,0.0,0
1924,GUY,0.0,0
1924,HAI,0.0009554748710108924,0
1924,HKG,0.0,0
1924,HON,0.0,0
1924,HUN,0.004204089432447927,0
1924,INA,0.0,0
1924,IND,0.0,0
1924,IOA,0.0,0
1924,IRI,0.0,0
1924,IRL,0.00038218994840435696,0
1924,IRQ,0.0,0
1924,ISL,0.0,0
1924,ISR,0.0,0
1924,ISV,0.0,0
1924,ITA,0.009745843684311103,0
1924,IVB,0.0,0
1924,JAM,0.0,0
1924,JOR,0.0,0
1924,JPN,0.00019109497420217848,0
1924,KAZ,0.0,0
1924,KEN,0.0,0
1924,KGZ,0.0,0
1924,KIR,0.0,0
1924,KOR,0.0,0
1924,KOS,0.0,0
1924,KSA,0.0,0
1924,KUW,0.0,0
1924,LAO,0.0,0
1924,LAT,0.0,0
1924,LBA,0.0,0
1924,LBR,0.0,0
1924,LCA,0.0,0
1924,LES,0.0,0
1924,LIB,0.0,0
1924,LIE,0.0,0
1924,LTU,0.0,0
1924,LUX,0.00038218994840435696,0
1924,MAD,0.0,0
1924,MAL,0.0,0
1924,MAR,0.0,0
1924,MAS,0.0,0
1924,MAW,0.0,0
1924,MDA,0.0,0
1924,MDV,0.0,0
1924,MEX,0.0,0
1924,MGL,0.0,0
1924,MHL,0.0,0
1924,MKD,0.0,0
1924,MLI,0.0,0
1924,MLT,0.0,0
1924,MNE,0.0,0
1924,MON,0.00019109497420217848,0
1924,MOZ,0.0,0
1924,MRI,0.0,0
1924,MTN,0.0,0
1924,MYA,0.0,0
1924,NAM,0.0,0
1924,NBO,0.0,0
1924,NCA,0.0,0
1924,NED,0.005159564303458819,0
1924,NEP,0.0,0
1924,NFL,0.0,0
1924,NGR,0.0,0
1924,NIG,0.0,0
1924,NOR,0.004204089432447927,0
1924,NRU,0.0,0
1924,NZL,0.00019109497420217848,0
1924,OMA,0.0,0
1924,PAK,0.0,0
1924,PAN,0.0,0
1924,PAR,0.0,0
1924,PER,0.0,0
1924,PHI,0.0,0
1924,PLE,0.0,0
1924,PLW,0.0,0
1924,PNG,0.0,0
1924,POL,0.0009554748710108924,0
1924,POR,0.0007643798968087139,0
1924,PRK,0.0,0
1924,PUR,0.0,0
1924,QAT,0.0,0
1924,RHO,0.0,0
1924,ROT,0.0,0
1924,ROU,0.0030575195872348557,0
1924,RSA,0.0005732849226065354,0
1924,RUS,0.0,0
1924,RWA,0.0,0
1924,SAA,0.0,0
1924,SAM,0.0,0
1924,SCG,0.0,0
1924,SEN,0.0,0
1924,SEY,0.0,0
1924,SGP,0.0,0
1924,SKN,0.0,0
1924,SLE,0.0,0
1924,SLO,0.0,0
1924,SMR,0.0,0
1924,SOL,0.0,0
1924,SOM,0.0,0
1924,SRB,0.0,0
1924,SRI,0.0,0
1924,SSD,0.0,0
1924,STP,0.0,0
1924,SUD,0.0,0
1924,SUI,0.01146569845213071,0
1924,SUR,0.0,0
1924,SVK,0.0,0
1924,SWE,0.01375883814255685,0
1924,SWZ,0.0,0
1924,SYR,0.0,0
1924,TAN,0.0,0
1924,TCH,0.0019109497420217848,0
1924,TGA,0.0,0
1924,THA,0.0,0
1924,TJK,0.0,0
1924,TKM,0.0,0
1924,TLS,0.0,0
1924,TOG,0.0,0
1924,TPE,0.0,0
1924,TTO,0.0,0
1924,TUN,0.0,0
1924,TUR,0.0,0
1924,TUV,0.0,0
1924,UAE,0.0,0
1924,UAR,0.0,0
1924,UGA,0.0,0
1924,UKR,0.0,0
1924,UNK,0.0,0
1924,URS,0.0,0
1924,URU,0.0026753296388304986,0
1924,USA,0.03477928530479649,0
1924,UZB,0.0,0
1924,VAN,0.0,0
1924,VEN,0.0,0
1924,VIE,0.0,0
1924,VIN,0.0,0
1924,VNM,0.0,0
1924,WIF,0.0,0
1924,YAR,0.0,0
1924,YEM,0.0,0
1924,YMD,0.0,0
1924,YUG,0.00038218994840435696,0
1924,ZAM,0.0,0
1924,ZIM,0.0,0
1928,AFG,0.0,0
1928,AHO,0.0,0
1928,ALB,0.0,0
1928,ALG,0.0,0
1928,AND,0.0,0
1928,ANG,0.0,0
1928,ANT,0.0,0
1928,ANZ,0.0,0
1928,ARG,0.005208333333333333,0
1928,ARM,0.0,0
1928,ARU,0.0,0
1928,ASA,0.0,0
1928,AUS,0.0008012820512820513,0
1928,AUT,0.001001602564102564,0
1928,AZE,0.0,0
1928,BAH,0.0,0
1928,BAN,0.0,0
1928,BAR,0.0,0
1928,BDI,0.0,0
1928,BEL,0.001001602564102564,0
1928,BEN,0.0,0
1928,BER,0.0,0
1928,BHU,0.0,0
1928,BIH,0.0,0
1928,BIZ,0.0,0
1928,BLR,0.0,0
1928,BOH,0.0,0
1928,BOL,0.0,0
1928,BOT,0.0,0
1928,BRA,0.0,0
1928,BRN,0.0,0
1928,BRU,0.0,0
1928,BUL,0.0,0
1928,BUR,0.0,0
1928,CAF,0.0,0
1928,CAM,0.0,0
1928,CAN,0.006610576923076923,0
1928,CAY,0.0,0
1928,CGO,0.0,0
1928,CHA,0.0,0
1928,CHI,0.00020032051282051281,0
1928,CHN,0.0,0
1928,CIV,0.0,0
1928,CMR,0.0,0
1928,COD,0.0,0
1928,COK,0.0,0
1928,COL,0.0,0
1928,COM,0.0,0
1928,CPV,0.0,0
1928,CRC,0.0,0
1928,CRO,0.0,0
1928,CRT,0.0,0
1928,CUB,0.0,0
1928,CYP,0.0,0
1928,CZE,0.0,0
1928,DEN,0.0030048076923076925,0
1928,DJI,0.0,0
1928,DMA,0.0,0
1928,DOM,0.0,0
1928,ECU,0.0,0
1928,EGY,0.0008012820512820513,0
1928,ERI,0.0,0
1928,ESA,0.0,0
1928,ESP,0.0006009615384615385,0
1928,EST,0.0018028846153846155,0
1928,ETH,0.0,0
1928,EUN,0.0,0
1928,FIJ,0.0,0
1928,FIN,0.005008012820512821,0
1928,FRA,0.010016025641025642,0
1928,FRG,0.0,0
1928,FSM,0.0,0
1928,GAB,0.0,0
1928,GAM,0.0,0
1928,GBR,0.011618589743589744,0
1928,GBS,0.0,0
1928,GDR,0.0,0
1928,GEO,0.0,0
1928,GEQ,0.0,0
1928,GER,0.015424679487179488,0
1928,GHA,0.0,0
1928,GRE,0.0,0
1928,GRN,0.0,0
1928,GUA,0.0,0
1928,GUI,0.0,0
1928,GUM,0.0,0
1928,GUY,0.0,0
1928,HAI,0.00020032051282051281,0
1928,HKG,0.0,0
1928,HON,0.0,0
1928,HUN,0.004206730769230769,0
1928,INA,0.0,0
1928,IND,0.0028044871794871795,0
1928,IOA,0.0,0
1928,IRI,0.0,0
1928,IRL,0.00020032051282051281,0
1928,IRQ,0.0,0
1928,ISL,0.0,0
1928,ISR,0.0,0
1928,ISV,0.0,0
1928,ITA,0.014423076923076924,0
1928,IVB,0.0,0
1928,JAM,0.0,0
1928,JOR,0.0,0
1928,JPN,0.0018028846153846155,0
1928,KAZ,0.0,0
1928,KEN,0.0,0
1928,KGZ,0.0,0
1928,KIR,0.0,0
1928,KOR,0.0,0
1928,KOS,0.0,0
1928,KSA,0.0,0
1928,KUW,0.0,0
1928,LAO,0.0,0
1928,LAT,0.0,0
1928,LBA,0.0,0
1928,LBR,0.0,0
1928,LCA,0.0,0
1928,LES,0.0,0
1928,LIB,0.0,0
1928,LIE,0.0,0
1928,LTU,0.0,0
1928,LUX,0.00020032051282051281,0
1928,MAD,0.0,0
1928,MAL,0.0,0
1928,MAR,0.0,0
1928,MAS,0.0,0
1928,MAW,0.0,0
1928,MDA,0.0,0
1928,MDV,0.0,0
1928,MEX,0.0,0
1928,MGL,0.0,0
1928,MHL,0.0,0
1928,MKD,0.0,0
1928,MLI,0.0,0
1928,MLT,0.0,0
1928,MNE,0.0,0
1928,MON,0.0,0
1928,MOZ,0.0,0
1928,MRI,0.0,0
1928,MTN,0.0,0
1928,MYA,0.0,0
1928,NAM,0.0,0
1928,NBO,0.0,0
1928,NCA,0.0,0
1928,NED,0.01141826923076923,1
1928,NEP,0.0,0
1928,NFL,0.0,0
1928,NGR,0.0,0
1928,NIG,0.0,0
1928,NOR,0.0018028846153846155,0
1928,NRU,0.0,0
1928,NZL,0.00020032051282051281,0
1928,OMA,0.0,0
1928,PAK,0.0,0
1928,PAN,0.0,0
1928,PAR,0.0,0
1928,PER,0.0,0
1928,PHI,0.00020032051282051281,0
1928,PLE,0.0,0
1928,PLW,0.0,0
1928,PNG,0.0,0
1928,POL,0.004006410256410256,0
1928,POR,0.001201923076923077,0
1928,PRK,0.0,0
1928,PUR,0.0,0
1928,QAT,0.0,0
1928,RHO,0.0,0
1928,ROT,0.0,0
1928,ROU,0.0,0
1928,RSA,0.001201923076923077,0
1928,RUS,0.0,0
1928,RWA,0.0,0
1928,SAA,0.0,0
1928,SAM,0.0,0
1928,SCG,0.0,0
1928,SEN,0.0,0
1928,SEY,0.0,0
1928,SGP,0.0,0
1928,SKN,0.0,0
1928,SLE,0.0,0
1928,SLO,0.0,0
1928,SMR,0.0,0
1928,SOL,0.0,0
1928,SOM,0.0,0
1928,SRB,0.0,0
1928,SRI,0.0,0
1928,SSD,0.0,0
1928,STP,0.0,0
1928,SUD,0.0,0
1928,SUI,0.006009615384615385,0
1928,SUR,0.0,0
1928,SVK,0.0,0
1928,SWE,0.007411858974358974,0
1928,SWZ,0.0,0
1928,SYR,0.0,0
1928,TAN,0.0,0
1928,TCH,0.003205128205128205,0
1928,TGA,0.0,0
1928,THA,0.0,0
1928,TJK,0.0,0
1928,TKM,0.0,0
1928,TLS,0.0,0
1928,TOG,0.0,0
1928,TPE,0.0,0
1928,TTO,0.0,0
1928,TUN,0.0,0
1928,TUR,0.0,0
1928,TUV,0.0,0
1928,UAE,0.0,0
1928,UAR,0.0,0
1928,UGA,0.0,0
1928,UKR,0.0,0
1928,UNK,0.0,0
1928,URS,0.0,0
1928,URU,0.003405448717948718,0
1928,USA,0.017628205128205128,0
1928,UZB,0.0,0
1928,VAN,0.0,0
1928,VEN,0.0,0
1928,VIE,0.0,0
1928,VIN,0.0,0
1928,VNM,0.0,0
1928,WIF,0.0,0
1928,YAR,0.0,0
1928,YEM,0.0,0
1928,YMD,0.0,0
1928,YUG,0.002403846153846154,0
1928,ZAM,0.0,0
1928,ZIM,0.0,0
1932,AFG,0.0,0
1932,AHO,0.0,0
1932,ALB,0.0,0
1932,ALG,0.0,0
1932,AND,0.0,0
1932,ANG,0.0,0
